,text,intent,fromloc.city_name,depart_time.time,toloc.city_name,arrive_time.time,arrive_time.period_of_day,depart_date.day_name,depart_time.period_of_day,flight_time,cost_relative,round_trip,fare_amount,depart_date.today_relative,city_name,stoploc.city_name,toloc.airport_code,depart_time.time_relative,class_type,depart_date.date_relative,airline_name,arrive_time.time_relative,depart_time.start_time,depart_time.end_time,fromloc.airport_name,toloc.state_name,depart_date.day_number,depart_date.month_name,mod,fare_basis_code,transport_type,flight_mod,arrive_date.month_name,arrive_date.day_number,meal,toloc.state_code,meal_description,return_date.month_name,return_date.day_number,airline_code,depart_time.period_mod,flight_stop,fromloc.airport_code,arrive_date.day_name,time,or,economy,flight_number,arrive_time.period_mod,flight_days,toloc.airport_name,state_code,arrive_time.start_time,arrive_time.end_time,fromloc.state_name,arrive_date.date_relative,depart_date.year,return_date.date_relative,airport_code,aircraft_code,fromloc.state_code,connect,restriction_code,airport_name,toloc.country_name,days_code,day_name,period_of_day,today_relative,stoploc.state_code,meal_code,state_name,stoploc.airport_name,arrive_date.today_relative,time_relative,return_time.period_of_day,return_time.period_mod,month_name,day_number,return_date.today_relative,return_date.day_name
2742,i want to fly from philadelphia to dallas with a stop in atlanta on a breakfast flight,flight,philadelphia,,dallas,,,,,,,,,,,atlanta,,,,,,,,,,,,,,,,,,,,,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,i 'm requesting flight information on a flight from denver to san francisco on wednesday,flight,denver,,san francisco,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,what airlines have flights from boston to philadelphia that leave before 630 am,airline,boston,630 am,philadelphia,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,show me the flights from dallas to atlanta,flight,dallas,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,please show me all one way first class flights from indianapolis to memphis,flight,indianapolis,,memphis,,,,,,,one way,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,please give ground transportation at denver airport,ground_service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,denver airport,,,,,,,,,,,,,,,,,
2748,i 'd like a united airlines flight on wednesday from san francisco to boston,flight,san francisco,,boston,,,wednesday,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,which northwest and united flights go through denver before noon,flight,,noon,,,,,,,,,,,,denver,,before,,,united,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,what is hp,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2751,list all flights going from boston to atlanta before 7 o'clock am on thursday,flight,boston,7 o'clock am,atlanta,,,thursday,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,what is ground transportation between the san francisco airport and the city,ground_service,,,,,,,,,,,,,,,,,,,,,,,san francisco airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,show me the flights from boston to atlanta,flight,boston,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754,what flights are there wednesday morning from atlanta to philadelphia,flight,atlanta,,philadelphia,,,wednesday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2755,show me the flights from all airports to love field,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,love field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2756,flights from columbus to milwaukee,flight,columbus,,milwaukee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,give me a list of flights between pittsburgh and baltimore,flight,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2758,show me all ground transportation in washington dc,ground_service,,,,,,,,,,,,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,i need information for flights leaving san francisco on thursday evening and returning to boston,flight,san francisco,,boston,,,thursday,evening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2760,i need a flight from toronto to san diego with a layover in washington dc on air canada,flight,toronto,,san diego,,,,,,,,,,,washington,,,,,air canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,
2761,show me the latest flight on wednesday from atlanta to washington dc,flight,atlanta,,washington,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,how far is the airport from downtown pittsburgh,distance,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2763,please give me flights from atlanta to boston on wednesday and thursday,flight,atlanta,,boston,,,thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2764,boston to denver monday,flight,boston,,denver,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,flight,atlanta,,boston,,,,morning,,,,,,,,,,,,,,,,,,seventh,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,list all flights on united from san francisco to boston,flight,san francisco,,boston,,,,,,,,,,,,,,,,united,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,what flights do you have from newark new jersey to ontario california that connect in phoenix,flight,newark,,ontario,,,,,,,,,,,phoenix,,,,,,,,,,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new jersey,,,,,,,connect,,,,,,,,,,,,,,,,,,,
2768,show me flights from baltimore to philadelphia,flight,baltimore,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,what is the meaning of fare code qx and qw,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,qw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2770,show me the daily flight schedule between boston and pittsburgh,flight,boston,,pittsburgh,,,,,flight schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,show me the flights from westchester county to cincinnati,flight,westchester county,,cincinnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,show me flights leaving from san francisco to denver on september thirtieth,flight,san francisco,,denver,,,,,,,,,,,,,,,,,,,,,,thirtieth,september,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,what airlines fly from toronto to san diego,airline,toronto,,san diego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,tell me the flights from dallas to baltimore,flight,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,pittsburgh to boston saturday,flight,pittsburgh,,boston,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2776,what is the first flight from boston to stapleton airport for tomorrow,flight,boston,,,,,,,,,,,tomorrow,,,,,,,,,,,,,,,,,,first,,,,,,,,,,,,,,,,,,,stapleton airport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777,what united airlines flights go through denver,flight,,,,,,,,,,,,,,denver,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,philadelphia to boston monday,flight,philadelphia,,boston,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,list the morning flights between atlanta and dallas,flight,atlanta,,dallas,,,,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,i 'm trying to fly from denver to boston and i want a flight that serves a meal,flight,denver,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,what flights from milwaukee to san jose on wednesday on american airlines,flight,milwaukee,,san jose,,,wednesday,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,show me all the flights from burbank to denver,flight,burbank,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2783,show me the flights from cincinnati to denver,flight,cincinnati,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2784,flights from dc to denver,flight,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,
2785,show me the prices of all flights from atlanta to washington dc,airfare,atlanta,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,rental car in baltimore,ground_service,,,,,,,,,,,,,baltimore,,,,,,,,,,,,,,,,rental car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787,show me fares from baltimore to philadelphia,airfare,baltimore,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788,i 'd like to see the flights from atlanta to washington dc,flight,atlanta,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,display all flights from pittsburgh to san francisco on august second,flight,pittsburgh,,san francisco,,,,,,,,,,,,,,,,,,,,,,second,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,what are the flights between pittsburgh and baltimore on august tenth,flight,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,tenth,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,i want to go from denver to oakland,flight,denver,,oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792,what time are the flights leaving from denver to pittsburgh on july seventh,flight_time,denver,,pittsburgh,,,,,time,,,,,,,,,,,,,,,,,seventh,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793,what 's the cheapest one way flight from denver to pittsburgh,flight,denver,,pittsburgh,,,,,,cheapest,one way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,show me the flights from dallas to baltimore,flight,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2795,show me the us air flights from atlanta to boston,flight,atlanta,,boston,,,,,,,,,,,,,,,,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796,show me all flights from pittsburgh to san francisco,flight,pittsburgh,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,show me a list of the flights from san francisco to boston,flight,san francisco,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2798,show me the earliest flight from boston to san francisco,flight,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,what 's the latest flight from san jose to houston,flight,san jose,,houston,,,,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,what flights from miami to indianapolis,flight,miami,,indianapolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801,which airlines fly between boston and pittsburgh,airline,boston,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,flight from nashville to cleveland,flight,nashville,,cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,give me a flight from newark to tampa on friday,flight,newark,,tampa,,,friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,does midwest express serve philadelphia,flight,,,,,,,,,,,,,philadelphia,,,,,,midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,show me the flights from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806,i would like a flight from washington to boston flight 324 on august twentieth,flight,washington,,boston,,,,,,,,,,,,,,,,,,,,,,twentieth,august,,,,,,,,,,,,,,,,,,,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,show me the nonstop flights from dallas to houston,flight,dallas,,houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808,what is the least expensive business class flight between boston and san francisco,flight,boston,,san francisco,,,,,,least expensive,,,,,,,,business class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809,is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,flight,philadelphia,2 o'clock,denver,,,,afternoon,,,,,,,,,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,list the flights from dallas to baltimore,flight,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2811,show me the costs and times for flights from san francisco to atlanta,airfare+flight_time,san francisco,,atlanta,,,,,times,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812,show me the flights from denver to atlanta on friday,flight,denver,,atlanta,,,friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813,what does the fare code y mean,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,i would like to see the flights from denver to philadelphia,flight,denver,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815,is there an atlanta flight to denver connecting,flight,atlanta,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,connecting,,,,,,,,,,,,,,,,,,,
2816,what is the last flight out of pittsburgh to boston in the evening on tuesdays,flight,pittsburgh,,boston,,,tuesdays,evening,,,,,,,,,,,,,,,,,,,,,,,last,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,what are all monday flights from denver to san francisco on united airlines,flight,denver,,san francisco,,,monday,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818,show all flights from pittsburgh to san francisco on july twenty eighth 1991,flight,pittsburgh,,san francisco,,,,,,,,,,,,,,,,,,,,,,twenty eighth,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
2819,i would like information on any flights from san francisco to pittsburgh arriving in pittsburgh before 8 am tuesday morning,flight,san francisco,,pittsburgh,8 am,morning,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,tuesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820,i would like to see the flights from denver to philadelphia,flight,denver,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2821,which airline has the most business class flights,airline,,,,,,,,,,,,,,,,,business class,,,,,,,,,,most,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822,find travel arrangements for a round trip flight from dallas to pittsburgh after 8 pm,flight,dallas,8 pm,pittsburgh,,,,,,,round trip,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823,does united airlines fly from denver to baltimore,flight,denver,,baltimore,,,,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,can you show me the flights from baltimore to dallas,flight,baltimore,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2825,show me all the delta flights leaving or arriving at pittsburgh between 12 and 4 in the afternoon,flight,,,pittsburgh,,,,afternoon,,,,,,,,,,,,delta,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,what airline besides continental flies between boston and denver,airline,boston,,denver,,,,,,,,,,,,,,,,continental,,,,,,,,besides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,show me all flights direct and connecting from boston to pittsburgh that arrive in pittsburgh before 10 am,flight,boston,,pittsburgh,10 am,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2828,is there any flight leaving washington around 3 o'clock for denver,flight,washington,3 o'clock,denver,,,,,,,,,,,,,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,i would like a schedule of flights from denver to san francisco on tuesday,flight_time,denver,,san francisco,,,tuesday,,schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2830,can i rent a car in san jose too,ground_service,,,,,,,,,,,,,san jose,,,,,,,,,,,,,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2831,list the flights from st. paul to san jose and from st. paul to houston,flight,st. paul,,houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2832,what 's the earliest flight from dallas to houston,flight,dallas,,houston,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,i would like information on flights from philadelphia to oakland california on friday afternoon,flight,philadelphia,,oakland,,,friday,afternoon,,,,,,,,,,,,,,,,,california,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,what type of aircraft is used on the flight from atlanta to philadelphia before 12 o'clock noon,aircraft,atlanta,12 o'clock noon,philadelphia,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835,what airline is dl,airline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,show me all flights from san francisco to boston philadelphia or baltimore,flight,san francisco,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,what are the early weekday flights from san francisco to pittsburgh,flight,san francisco,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,atlanta to oakland thursday,flight,atlanta,,oakland,,,thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,i want a flight from ontario to chicago,flight,ontario,,chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,list all flights from minneapolis to long beach on saturday,flight,minneapolis,,long beach,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,i want to fly from boston to denver with a stop in philadelphia,flight,boston,,denver,,,,,,,,,,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2842,i need a list of late afternoon flights from st. louis to chicago,flight,st. louis,,chicago,,,,late afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2843,what flights go from boston to orlando,flight,boston,,orlando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,flight,boston,6 o'clock pm,atlanta,,,wednesday,,,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,what flights does delta have from denver to dallas after 5,flight,denver,5,dallas,,,,,,,,,,,,,after,,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,i 'd like to go from boston to san francisco,flight,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2847,show me flights to philadelphia coming from baltimore or denver or pittsburgh,flight,pittsburgh,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,show me all the flights from san francisco to boston for august thirty first 1991,flight,san francisco,,boston,,,,,,,,,,,,,,,,,,,,,,thirty first,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
2849,what flights go from chicago to seattle on saturday on continental airlines,flight,chicago,,seattle,,,saturday,,,,,,,,,,,,,continental airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,price of flight from cleveland to nashville,airfare,cleveland,,nashville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2851,what flights depart newark for tampa on friday,flight,newark,,tampa,,,friday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,what is your cheapest flight from pittsburgh to denver,flight,pittsburgh,,denver,,,,,,cheapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,on september fourth i 'll be traveling from pittsburgh to atlanta can you tell me what flight would be the cheapest,flight,pittsburgh,,atlanta,,,,,,cheapest,,,,,,,,,,,,,,,,fourth,september,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,list all the arriving flights at general mitchell international,flight,,,,,,,,,,,,,,,,,,,,,,,general mitchell international,,,,,,,arriving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,show me all economy prices from dallas to baltimore,airfare,dallas,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,tell me about ground transportation between orlando international and orlando,ground_service,,,orlando,,,,,,,,,,,,,,,,,,,,orlando international,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,what type of ground transportation is available at logan airport,ground_service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,logan airport,,,,,,,,,,,,,,,,,
2858,name the earliest flight from boston to san francisco,flight,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
